client_no,attrition_flag,customer_age,gender,education_level,marital_status,income_category,card_category,months_on_book,months_inactive_12_mon,credit_limit,total_revolving_bal,total_trans_amt,avg_utilization_ratio
712046808,Attrited Customer,49,F,Doctorate,Divorced,Unknown,Blue,42,3,3802,1558,2003,0.41
712169883,Existing Customer,43,M,College,Married,$60K - $80K,Blue,36,3,13840,1079,4190,0.078
712637283,Existing Customer,36,F,Unknown,Unknown,Less than $40K,Blue,28,1,2169,1602,5182,0.739
715555833,Existing Customer,47,F,Unknown,Single,Less than $40K,Blue,34,3,4862,0,4167,0
708712833,Existing Customer,45,F,Graduate,Married,Less than $40K,Blue,36,1,2289,1037,4483,0.453
717841683,Existing Customer,49,M,Unknown,Married,$60K - $80K,Blue,36,1,22651,1085,3915,0.048
708689958,Existing Customer,48,F,Unknown,Unknown,Less than $40K,Blue,36,3,2406,1744,4748,0.725
708888633,Attrited Customer,52,M,Doctorate,Married,$80K - $120K,Blue,36,3,3022,895,2724,0.296
721012983,Existing Customer,46,M,Doctorate,Married,$80K - $120K,Blue,38,1,12935,1417,3528,0.11
812406183,Attrited Customer,45,F,Unknown,Single,Less than $40K,Blue,40,4,1438.3,0,2207,0
714595983,Attrited Customer,49,F,Uneducated,Married,$40K - $60K,Blue,41,3,1438.3,522,2030,0.363
715725858,Existing Customer,43,F,Post-Graduate,Single,Less than $40K,Blue,26,2,2256,1346,4893,0.597
720270633,Attrited Customer,40,F,Graduate,Single,Less than $40K,Blue,36,3,1516,0,2709,0
720269283,Existing Customer,48,F,Unknown,Unknown,$40K - $60K,Blue,33,2,2485,1651,4351,0.664
710142258,Existing Customer,53,F,Unknown,Single,Less than $40K,Blue,36,2,1820,909,4665,0.499
708525108,Existing Customer,54,F,Graduate,Married,Unknown,Blue,47,3,2156,1134,4120,0.526
709621008,Existing Customer,48,M,Post-Graduate,Single,$60K - $80K,Blue,30,3,5826,1482,4135,0.254
717181833,Existing Customer,39,F,Graduate,Single,Less than $40K,Silver,30,2,10190,891,3768,0.087
711288558,Existing Customer,45,F,Graduate,Single,Less than $40K,Blue,28,2,2035,1174,4670,0.577
718653333,Attrited Customer,45,F,College,Single,Less than $40K,Blue,33,3,1833,0,2037,0
766628733,Existing Customer,56,M,Uneducated,Single,$60K - $80K,Blue,49,3,1623,0,4965,0
711724083,Attrited Customer,27,F,Unknown,Single,Less than $40K,Blue,16,1,1835,1647,1903,0.898
719690733,Existing Customer,47,F,High School,Married,Less than $40K,Blue,40,2,4490,1989,4346,0.443
770783508,Existing Customer,48,M,Graduate,Divorced,$60K - $80K,Blue,34,3,11062,0,4084,0
713422083,Attrited Customer,30,F,Graduate,Single,Less than $40K,Blue,36,3,1574,0,2560,0
718026858,Existing Customer,52,F,College,Single,Less than $40K,Blue,36,2,2370,1490,4751,0.629
716028108,Existing Customer,35,F,College,Single,Less than $40K,Blue,18,2,2658,0,4667,0
712222758,Attrited Customer,38,F,Graduate,Married,Less than $40K,Blue,36,2,2300,0,2500,0
718436133,Existing Customer,44,F,Graduate,Single,Less than $40K,Blue,36,2,2368,1244,4289,0.525
719313633,Existing Customer,53,F,High School,Married,$40K - $60K,Blue,36,2,2883,1936,4244,0.672
814586958,Existing Customer,43,F,College,Divorced,Unknown,Blue,38,3,3264,2042,4624,0.626
804344733,Existing Customer,46,F,Unknown,Single,Less than $40K,Blue,41,2,1937,916,4303,0.473
717166383,Existing Customer,40,F,Unknown,Married,$40K - $60K,Blue,30,2,2166,1465,5097,0.676
713060283,Existing Customer,43,F,Graduate,Married,$40K - $60K,Blue,34,1,7135,1164,3746,0.163
713070033,Existing Customer,56,F,Graduate,Single,Less than $40K,Blue,43,3,1438.3,787,4830,0.547
793625583,Existing Customer,48,F,High School,Single,$40K - $60K,Blue,42,1,3743,2090,4674,0.558
713918358,Existing Customer,31,F,Uneducated,Divorced,Unknown,Blue,36,3,5190,1682,4900,0.324
714308283,Existing Customer,41,M,Doctorate,Married,$40K - $60K,Blue,32,3,6059,1171,4119,0.193
714086133,Existing Customer,47,F,Uneducated,Single,Less than $40K,Blue,36,2,2577,1450,4576,0.563
718872858,Existing Customer,43,F,High School,Married,Less than $40K,Blue,36,1,3761,2121,4476,0.564
718148358,Attrited Customer,50,F,High School,Married,Less than $40K,Blue,36,3,1572,0,2447,0
709665783,Existing Customer,39,F,Unknown,Married,$40K - $60K,Blue,36,1,1637,0,4800,0
708483708,Existing Customer,51,M,Unknown,Married,$120K +,Blue,36,3,28600,0,4336,0
715347783,Existing Customer,40,M,High School,Married,Less than $40K,Blue,35,3,4402,1524,3063,0.346
709054083,Existing Customer,50,F,Graduate,Unknown,Less than $40K,Blue,32,1,2652,1911,4816,0.721
807915408,Existing Customer,41,F,College,Married,$40K - $60K,Blue,36,2,6602,0,4479,0
794507133,Attrited Customer,37,F,Doctorate,Single,$40K - $60K,Blue,18,1,1900,0,2880,0
712569408,Existing Customer,56,F,Doctorate,Single,$40K - $60K,Blue,44,2,3455,1385,4925,0.401
788805108,Existing Customer,47,M,High School,Single,$60K - $80K,Blue,30,3,18123,1775,4259,0.098
710150208,Existing Customer,44,F,Post-Graduate,Divorced,Less than $40K,Blue,26,1,2295,1250,3834,0.545
711825558,Existing Customer,38,M,Graduate,Married,$80K - $120K,Blue,19,2,1518,1115,3595,0.735
712891833,Existing Customer,45,F,Graduate,Unknown,Less than $40K,Blue,36,1,2723,1902,3875,0.698
719680908,Existing Customer,47,F,College,Married,Less than $40K,Blue,27,1,1776,691,4878,0.389
801053208,Existing Customer,39,F,High School,Married,Less than $40K,Blue,33,3,1968,1270,4199,0.645
758642733,Existing Customer,48,F,Graduate,Single,Less than $40K,Blue,41,1,1860,1054,5163,0.567
771201408,Existing Customer,53,F,Graduate,Divorced,Less than $40K,Blue,40,2,2684,2126,5299,0.792
789523683,Existing Customer,51,F,Graduate,Single,$40K - $60K,Blue,43,1,2180,1865,4348,0.856
767266758,Attrited Customer,41,F,High School,Single,Less than $40K,Blue,34,3,1661,0,2473,0
713732883,Existing Customer,38,F,Uneducated,Single,Less than $40K,Blue,36,1,1679,0,4771,0
720739083,Attrited Customer,36,F,Post-Graduate,Married,Less than $40K,Blue,25,2,1691,0,2716,0
718010133,Existing Customer,46,F,Post-Graduate,Single,Less than $40K,Blue,35,2,2888,1641,3703,0.568
771518658,Existing Customer,58,F,High School,Married,$40K - $60K,Blue,46,3,1871,1339,4553,0.716
710508858,Existing Customer,44,F,High School,Unknown,Less than $40K,Blue,34,1,3226,2517,4317,0.78
772590408,Existing Customer,41,M,Unknown,Married,$80K - $120K,Blue,31,3,12114,1379,3964,0.114
719334408,Existing Customer,42,F,Post-Graduate,Married,Less than $40K,Blue,36,3,4959,1483,4286,0.299
717500133,Existing Customer,42,M,Uneducated,Single,$80K - $120K,Blue,36,2,10374,599,4240,0.058
720988083,Existing Customer,45,F,Uneducated,Married,Less than $40K,Blue,35,3,1438.3,1080,4425,0.751
713594883,Attrited Customer,44,F,Uneducated,Single,Unknown,Blue,32,3,1486,849,2380,0.571
719848908,Existing Customer,41,F,Graduate,Married,Unknown,Blue,33,3,2542,0,4087,0
714962658,Attrited Customer,35,M,Unknown,Single,Less than $40K,Blue,36,3,1931,0,2482,0
717429258,Attrited Customer,48,F,Doctorate,Single,Less than $40K,Blue,39,3,1644,500,2450,0.304
717022533,Existing Customer,43,F,Post-Graduate,Single,$40K - $60K,Blue,36,1,2283,0,4088,0
710853033,Existing Customer,36,F,Doctorate,Unknown,Less than $40K,Blue,36,2,4943,1204,4024,0.244
709548783,Attrited Customer,44,M,Doctorate,Unknown,$40K - $60K,Blue,36,3,1438.3,0,2100,0
780055308,Existing Customer,43,F,College,Single,Less than $40K,Blue,28,1,1438.3,0,4482,0
714252933,Existing Customer,52,F,College,Divorced,Less than $40K,Blue,45,2,1438.3,0,4737,0
713336883,Attrited Customer,61,F,High School,Single,Less than $40K,Blue,36,3,1760,0,2285,0
713119308,Existing Customer,50,F,Unknown,Single,Less than $40K,Blue,39,4,1852,0,4339,0
710815608,Existing Customer,43,M,High School,Married,$60K - $80K,Blue,25,2,2049,1530,4521,0.747
809626983,Attrited Customer,48,F,High School,Married,Less than $40K,Blue,43,3,1670,0,2790,0
803398983,Existing Customer,35,F,Unknown,Divorced,Less than $40K,Blue,29,2,1511,864,4823,0.572
717568308,Existing Customer,39,M,Unknown,Single,$80K - $120K,Blue,36,2,6018,0,4355,0
711694083,Existing Customer,59,F,Post-Graduate,Single,Less than $40K,Blue,48,2,3030,1251,4724,0.413
712258308,Existing Customer,58,F,High School,Single,Less than $40K,Blue,39,1,2755,1483,4394,0.538
713884458,Existing Customer,51,M,High School,Single,$80K - $120K,Blue,37,2,8783,2142,4425,0.244
716160708,Existing Customer,64,M,Graduate,Single,Less than $40K,Blue,36,3,1861,1677,5225,0.901
772728933,Attrited Customer,50,M,High School,Married,$120K +,Blue,40,4,13709,813,2511,0.059
815320383,Attrited Customer,46,F,Unknown,Unknown,Less than $40K,Blue,41,3,4710,0,2690,0
712117983,Existing Customer,49,M,Graduate,Married,$80K - $120K,Blue,39,3,17285,1853,4787,0.107
788694558,Existing Customer,53,F,Uneducated,Single,Less than $40K,Blue,40,2,1438.3,661,4463,0.46
709275558,Existing Customer,54,M,Graduate,Single,$60K - $80K,Blue,44,3,7866,0,4238,0
711216933,Existing Customer,42,F,High School,Married,Less than $40K,Blue,36,3,2190,1299,5026,0.593
717069033,Existing Customer,43,F,Graduate,Married,Less than $40K,Blue,30,1,4829,1153,4778,0.239
714992733,Existing Customer,46,M,Graduate,Divorced,$80K - $120K,Blue,36,1,3210,2081,3962,0.648
809445858,Existing Customer,38,F,Graduate,Single,Less than $40K,Blue,32,3,1755,750,5000,0.427
708859158,Existing Customer,47,F,Graduate,Single,$40K - $60K,Blue,37,1,1438.3,703,4341,0.489
710040483,Existing Customer,37,M,Uneducated,Unknown,$60K - $80K,Blue,26,2,14485,2124,3895,0.147
714667608,Existing Customer,47,M,Post-Graduate,Married,$40K - $60K,Blue,36,3,6043,0,4256,0
714475908,Attrited Customer,43,M,Uneducated,Single,$60K - $80K,Blue,35,3,6348,0,1732,0
713656308,Existing Customer,56,F,High School,Married,Less than $40K,Blue,48,3,1438.3,0,4210,0
716790633,Attrited Customer,43,M,Graduate,Married,$60K - $80K,Blue,36,2,17239,0,1789,0
716127333,Attrited Customer,45,F,Graduate,Married,Unknown,Blue,36,2,18432,484,2300,0.026
713017758,Existing Customer,47,F,Uneducated,Single,Less than $40K,Blue,32,2,1636,1135,5056,0.694
717893358,Existing Customer,43,F,Graduate,Married,Unknown,Blue,33,1,7951,1456,4452,0.183
780032208,Attrited Customer,44,M,Graduate,Married,$60K - $80K,Blue,34,3,14201,0,2223,0
720219633,Existing Customer,52,F,Graduate,Unknown,$40K - $60K,Blue,42,3,2723,1544,4108,0.567
711676008,Existing Customer,52,F,Graduate,Single,Less than $40K,Blue,44,2,2019,991,3603,0.491
714192033,Existing Customer,43,F,High School,Single,Unknown,Blue,25,1,10305,1870,4018,0.181
713442933,Existing Customer,49,M,Unknown,Married,$40K - $60K,Blue,32,3,3114,2208,5219,0.709
789052308,Attrited Customer,40,M,Graduate,Unknown,$40K - $60K,Blue,28,2,4323,0,2451,0
714948858,Attrited Customer,50,F,Unknown,Single,Less than $40K,Blue,36,2,3647,2517,2935,0.69
711772983,Existing Customer,43,M,High School,Single,$60K - $80K,Blue,35,2,1849,1293,4678,0.699
802937058,Existing Customer,53,M,Graduate,Married,$80K - $120K,Blue,47,3,2540,1859,4480,0.732
712493058,Existing Customer,42,F,High School,Single,Unknown,Blue,31,3,4972,0,4524,0
718808883,Existing Customer,55,F,Graduate,Single,Less than $40K,Silver,47,3,13565,0,3705,0
719685408,Attrited Customer,40,M,Uneducated,Married,$60K - $80K,Blue,29,2,6332,318,2505,0.05
708829758,Existing Customer,41,M,High School,Married,$60K - $80K,Blue,36,3,6062,761,3877,0.126
710792733,Existing Customer,47,F,Post-Graduate,Married,Less than $40K,Blue,29,2,2897,638,4491,0.22
716838633,Existing Customer,46,M,High School,Single,$60K - $80K,Blue,36,5,13407,1341,4869,0.1
714041283,Existing Customer,50,F,Graduate,Single,Unknown,Blue,40,2,6610,1663,4735,0.252
710284233,Attrited Customer,33,M,Uneducated,Married,$80K - $120K,Blue,36,3,1438.3,0,2439,0
752944533,Existing Customer,45,F,High School,Married,Less than $40K,Blue,34,1,2030,1269,5067,0.625
713312208,Attrited Customer,53,M,High School,Married,$40K - $60K,Blue,43,2,3146,0,1868,0
804045933,Existing Customer,36,M,Graduate,Married,$80K - $120K,Blue,30,3,5302,2414,4284,0.455
716662683,Existing Customer,55,F,Unknown,Single,Less than $40K,Blue,45,2,3185,1820,5069,0.571
713432508,Existing Customer,42,F,Post-Graduate,Married,Less than $40K,Blue,36,3,4328,1749,4593,0.404
799475658,Existing Customer,51,F,Uneducated,Married,Less than $40K,Blue,45,3,2238,1300,4508,0.581
719849958,Existing Customer,44,F,Graduate,Single,Less than $40K,Blue,36,3,2658,1884,4779,0.709
715803933,Existing Customer,47,M,Post-Graduate,Single,$60K - $80K,Blue,36,2,9090,1371,4422,0.151
779486433,Existing Customer,46,F,Unknown,Single,Less than $40K,Blue,28,2,2424,2169,4209,0.895
708281433,Existing Customer,57,F,Graduate,Married,Less than $40K,Blue,36,1,1438.3,0,3848,0
779844408,Attrited Customer,43,F,Post-Graduate,Married,Less than $40K,Blue,27,3,1438.3,0,2137,0
721306908,Existing Customer,61,F,Graduate,Single,Unknown,Blue,44,3,2303,540,3440,0.234
713964858,Existing Customer,51,M,Graduate,Divorced,$120K +,Blue,41,2,2792,887,4074,0.318
717545808,Existing Customer,44,F,Post-Graduate,Single,Less than $40K,Blue,32,1,2900,1987,4549,0.685
771232533,Existing Customer,46,F,Graduate,Married,Less than $40K,Blue,33,3,2267,1283,4249,0.566
710883483,Existing Customer,52,F,Graduate,Married,$40K - $60K,Blue,34,3,4189,2066,4661,0.493
801715383,Attrited Customer,45,M,Graduate,Married,$60K - $80K,Blue,39,3,12890,0,2216,0
719594433,Existing Customer,35,F,Graduate,Single,Unknown,Blue,26,1,3269,1434,4672,0.439
716310633,Existing Customer,59,F,Post-Graduate,Single,Less than $40K,Blue,36,2,2759,2481,5037,0.899
714188883,Attrited Customer,46,F,Doctorate,Single,Less than $40K,Blue,37,2,1787,0,2345,0
772437633,Existing Customer,43,M,Graduate,Single,$60K - $80K,Blue,33,2,6854,0,4578,0
708536283,Attrited Customer,35,M,Doctorate,Single,$80K - $120K,Blue,27,2,2904,2517,2653,0.867
772569033,Existing Customer,44,M,High School,Divorced,$80K - $120K,Blue,34,2,5293,1236,4572,0.234
714443883,Existing Customer,57,F,Graduate,Married,Less than $40K,Blue,49,2,1781,0,4593,0
710369658,Existing Customer,50,M,Unknown,Married,$60K - $80K,Blue,36,3,3276,2353,4488,0.718
788440083,Existing Customer,55,M,Uneducated,Single,$60K - $80K,Silver,48,3,34516,1384,3807,0.04
773332908,Existing Customer,48,M,High School,Unknown,$60K - $80K,Blue,30,3,14670,1900,4221,0.13
709307808,Attrited Customer,59,F,High School,Married,$40K - $60K,Blue,36,3,4375,0,2507,0
712507758,Existing Customer,36,F,College,Unknown,Unknown,Blue,24,3,3448,1903,5471,0.552
715701033,Attrited Customer,43,M,Graduate,Married,$80K - $120K,Blue,33,3,2111,1761,2112,0.834
718478883,Existing Customer,55,F,College,Single,Less than $40K,Blue,36,1,3123,0,4424,0
788734158,Existing Customer,42,M,Graduate,Married,$40K - $60K,Blue,19,3,8374,0,4493,0
794490858,Existing Customer,48,F,High School,Married,$40K - $60K,Silver,28,1,15713,1387,4775,0.088
718397658,Existing Customer,60,F,Unknown,Single,$40K - $60K,Blue,36,3,4115,1231,3627,0.299
718826883,Attrited Customer,50,M,Uneducated,Single,$80K - $120K,Blue,36,3,6925,0,2506,0
716733933,Existing Customer,42,F,High School,Married,Unknown,Blue,30,3,1898,725,5051,0.382
809307108,Existing Customer,44,F,High School,Single,Unknown,Blue,39,3,2021,1182,4209,0.585
778671483,Existing Customer,33,F,Uneducated,Single,Less than $40K,Blue,13,3,1630,1008,4143,0.618
815504583,Attrited Customer,48,F,Graduate,Single,$40K - $60K,Blue,43,2,1538,0,2275,0
789319458,Existing Customer,48,M,Uneducated,Single,$60K - $80K,Blue,38,2,22639,1481,4219,0.065
710382108,Existing Customer,39,F,Post-Graduate,Married,Less than $40K,Blue,19,1,2452,2423,4204,0.988
720895533,Existing Customer,32,F,Unknown,Married,Less than $40K,Blue,22,3,1438.3,1056,4885,0.734
709891608,Attrited Customer,41,M,High School,Married,$120K +,Blue,24,2,9924,0,1949,0
717136533,Existing Customer,37,F,Uneducated,Single,Less than $40K,Blue,26,2,2586,835,4883,0.323
790164408,Existing Customer,59,F,Unknown,Married,Less than $40K,Blue,52,3,2308,2094,4869,0.907
795613233,Existing Customer,48,F,Graduate,Married,Unknown,Blue,42,2,10514,1494,4949,0.142
709009833,Existing Customer,54,M,Graduate,Married,$40K - $60K,Blue,44,3,1655,0,4621,0
720054183,Existing Customer,41,F,Graduate,Single,$40K - $60K,Blue,25,2,2768,2228,5112,0.805
713193408,Existing Customer,59,F,Unknown,Single,Less than $40K,Blue,52,3,2533,2076,3816,0.82
801508383,Existing Customer,48,M,Graduate,Married,$80K - $120K,Blue,42,3,25658,1721,4498,0.067
711949683,Attrited Customer,55,F,College,Divorced,$40K - $60K,Blue,36,2,4410,2517,1883,0.571
787747308,Attrited Customer,49,F,Uneducated,Unknown,Less than $40K,Blue,39,3,3468,2517,2494,0.726
720064158,Existing Customer,51,F,Post-Graduate,Married,Less than $40K,Blue,36,2,1438.3,0,4323,0
779104608,Attrited Customer,34,F,High School,Unknown,Unknown,Blue,15,1,1438.3,0,2819,0
715477233,Existing Customer,55,F,High School,Unknown,Unknown,Blue,36,2,6968,1430,4037,0.205
719524383,Existing Customer,35,F,Graduate,Single,$40K - $60K,Blue,22,1,2441,1670,4105,0.684
713804883,Attrited Customer,46,F,Post-Graduate,Single,Less than $40K,Blue,37,2,1836,0,1799,0
710359458,Existing Customer,50,F,Graduate,Married,$40K - $60K,Blue,36,1,2560,1807,4456,0.706
716311683,Existing Customer,43,M,College,Married,$80K - $120K,Blue,36,1,32733,1448,3452,0.044
753795633,Attrited Customer,48,F,Uneducated,Married,Less than $40K,Blue,41,3,2964,2517,2327,0.849
780076833,Existing Customer,44,M,Unknown,Unknown,$80K - $120K,Blue,29,1,8315,1008,4088,0.121
716019333,Existing Customer,65,F,Unknown,Single,Less than $40K,Blue,56,3,2279,1789,4091,0.785
820657083,Existing Customer,53,M,College,Single,$80K - $120K,Silver,48,1,34516,800,3819,0.023
716901858,Existing Customer,49,M,Doctorate,Married,$40K - $60K,Blue,39,1,1438.3,0,3691,0
756571983,Existing Customer,45,F,High School,Single,Less than $40K,Blue,36,2,2020,1103,4951,0.546
817607358,Attrited Customer,44,F,High School,Unknown,Unknown,Gold,35,3,34516,0,2227,0
778268508,Existing Customer,56,F,Uneducated,Single,Unknown,Blue,47,2,5261,1966,4448,0.374
778984383,Existing Customer,43,F,High School,Married,Unknown,Blue,31,3,2692,2039,4622,0.757
720771933,Existing Customer,49,F,Post-Graduate,Married,$40K - $60K,Blue,36,2,1994,0,4434,0
748827033,Existing Customer,44,M,Graduate,Divorced,$60K - $80K,Blue,37,2,3290,0,4780,0
712591983,Existing Customer,52,F,Graduate,Single,$40K - $60K,Blue,41,2,3035,1960,4104,0.646
712181658,Existing Customer,37,F,Graduate,Single,$40K - $60K,Blue,36,3,2407,1552,4983,0.645
712297683,Attrited Customer,47,F,College,Married,Less than $40K,Blue,35,3,1781,0,2196,0
714684933,Attrited Customer,40,F,Uneducated,Married,Less than $40K,Blue,28,2,3680,0,2725,0
720742083,Attrited Customer,48,F,Unknown,Married,Less than $40K,Blue,36,3,2740,2425,2431,0.885
772310958,Existing Customer,42,F,Graduate,Married,Less than $40K,Blue,31,6,4311,822,4965,0.191
715343883,Existing Customer,42,F,High School,Single,Less than $40K,Blue,32,3,1931,1297,4693,0.672
720470133,Existing Customer,59,M,Graduate,Single,Less than $40K,Blue,36,3,3604,1483,4576,0.411
710420133,Existing Customer,47,F,Graduate,Married,Less than $40K,Blue,34,2,2190,0,4416,0
720933408,Existing Customer,56,F,Uneducated,Unknown,Less than $40K,Blue,36,1,8438,1825,4798,0.216
716304483,Existing Customer,46,F,High School,Married,$40K - $60K,Blue,36,2,3413,2372,5029,0.695
719534058,Existing Customer,26,F,Graduate,Unknown,Less than $40K,Blue,14,2,2163,1942,4380,0.898
710515308,Existing Customer,42,F,Graduate,Single,Less than $40K,Blue,36,3,3595,1904,5025,0.53
797241108,Existing Customer,47,M,Graduate,Married,$120K +,Blue,41,3,9036,1080,4500,0.12
708884658,Existing Customer,48,F,Graduate,Married,Less than $40K,Blue,31,1,2315,1565,4828,0.676
794475483,Existing Customer,44,M,Uneducated,Married,$80K - $120K,Silver,27,3,34516,1043,4654,0.03
714315858,Existing Customer,56,F,High School,Married,Less than $40K,Blue,37,1,4008,1650,5429,0.412
717217983,Existing Customer,43,F,Graduate,Married,Less than $40K,Blue,30,2,3143,2517,5409,0.801
721124658,Attrited Customer,40,M,Uneducated,Single,$80K - $120K,Blue,27,2,3427,0,2625,0
716753058,Existing Customer,38,F,Graduate,Single,Less than $40K,Blue,28,2,2699,564,4813,0.209
711069483,Existing Customer,40,F,Graduate,Single,Less than $40K,Blue,36,2,1538,0,4884,0
708478233,Existing Customer,48,F,Graduate,Married,$40K - $60K,Blue,36,2,5573,1238,4348,0.222
710783358,Existing Customer,46,M,High School,Unknown,$80K - $120K,Blue,35,3,2570,1764,4442,0.686
713710383,Existing Customer,43,M,High School,Unknown,$80K - $120K,Blue,30,2,18008,2517,2659,0.14
720815208,Attrited Customer,52,M,High School,Single,$120K +,Blue,39,3,34516,216,2395,0.006
721338783,Existing Customer,49,F,Uneducated,Married,Unknown,Blue,36,2,13483,2517,3427,0.187
714121983,Existing Customer,49,F,Graduate,Single,Unknown,Blue,42,2,4349,1400,4694,0.322
715061733,Existing Customer,42,M,College,Single,$60K - $80K,Blue,36,1,11698,1060,3539,0.091
720520308,Attrited Customer,46,F,Graduate,Married,Less than $40K,Blue,28,2,8318,2517,2427,0.303
806908608,Existing Customer,46,F,Unknown,Married,Less than $40K,Blue,41,2,1438.3,0,3942,0
798972183,Attrited Customer,49,F,Unknown,Single,$40K - $60K,Blue,43,3,1643,526,2520,0.32
715030308,Existing Customer,42,M,Graduate,Married,$40K - $60K,Blue,27,1,1503,929,4680,0.618
708244458,Existing Customer,47,F,Unknown,Married,Less than $40K,Blue,35,3,2793,1517,3485,0.543
789479058,Existing Customer,45,F,College,Divorced,$40K - $60K,Blue,37,3,1438.3,0,4459,0
784998108,Existing Customer,33,M,High School,Married,$80K - $120K,Blue,22,3,9094,0,4203,0
711808383,Existing Customer,50,M,Graduate,Divorced,$60K - $80K,Blue,39,1,6362,1709,4476,0.269
770839608,Existing Customer,60,F,Unknown,Single,Less than $40K,Blue,47,1,2394,1427,4611,0.596
713866308,Existing Customer,45,M,Unknown,Single,$60K - $80K,Blue,36,2,15100,2004,4135,0.133
714250908,Attrited Customer,53,F,Graduate,Married,Less than $40K,Blue,47,4,2927,2517,2231,0.86
739317558,Existing Customer,48,M,Graduate,Married,$80K - $120K,Blue,35,3,9030,2369,4899,0.262
718702908,Existing Customer,53,F,Unknown,Single,Less than $40K,Blue,36,2,1543,1041,4312,0.675
720644883,Existing Customer,53,F,College,Married,Unknown,Blue,40,2,4941,1867,5104,0.378
717182883,Existing Customer,33,F,High School,Married,Unknown,Blue,36,2,2279,1432,4169,0.628
719384433,Attrited Customer,44,F,High School,Divorced,Less than $40K,Blue,28,2,1877,1203,2581,0.641
787301208,Existing Customer,52,M,Uneducated,Divorced,$40K - $60K,Blue,46,1,1438.3,0,3763,0
720924633,Existing Customer,40,F,Graduate,Unknown,Less than $40K,Blue,27,2,1438.3,0,4397,0
721316358,Existing Customer,41,M,High School,Married,$60K - $80K,Blue,28,1,9577,632,4086,0.066
716118633,Existing Customer,43,M,Post-Graduate,Divorced,$60K - $80K,Blue,36,1,5427,2177,4328,0.401
789880533,Attrited Customer,46,F,Graduate,Single,$40K - $60K,Blue,36,3,5913,1651,2404,0.279
711221958,Attrited Customer,43,F,Graduate,Single,$40K - $60K,Blue,26,2,2867,0,2646,0
715510683,Existing Customer,40,F,High School,Single,Less than $40K,Blue,29,2,2506,1362,4665,0.543
718689258,Existing Customer,39,F,Doctorate,Married,$40K - $60K,Blue,29,2,1693,1101,4203,0.65
716368008,Attrited Customer,54,F,Graduate,Married,Unknown,Blue,36,2,3137,959,2925,0.306
712092783,Attrited Customer,47,F,Doctorate,Single,Less than $40K,Blue,40,2,2437,0,2027,0
789541458,Existing Customer,35,F,High School,Married,Less than $40K,Blue,28,0,1438.3,977,4840,0.679
719539458,Existing Customer,46,F,Graduate,Single,Less than $40K,Blue,41,3,3913,0,5170,0
713082708,Existing Customer,41,F,High School,Married,Less than $40K,Blue,36,2,4953,991,4183,0.2
794665608,Existing Customer,48,F,Graduate,Single,$40K - $60K,Blue,33,2,5724,582,4510,0.102
712827258,Existing Customer,37,M,Uneducated,Married,$40K - $60K,Blue,25,0,1438.3,0,5046,0
714525633,Existing Customer,55,F,Unknown,Single,Less than $40K,Blue,36,3,1886,1023,4233,0.542
708726708,Attrited Customer,42,F,Graduate,Single,$40K - $60K,Blue,36,2,1451,599,2192,0.413
768498258,Existing Customer,47,F,High School,Married,Unknown,Blue,41,2,2950,1642,4740,0.557
712767858,Attrited Customer,42,F,College,Single,$40K - $60K,Blue,30,2,1438.3,1223,2181,0.85
709231683,Existing Customer,36,F,Graduate,Unknown,$40K - $60K,Blue,23,2,2024,901,4861,0.445
712445583,Attrited Customer,33,F,College,Single,Unknown,Blue,15,1,2299,0,2323,0
711461658,Existing Customer,47,M,High School,Married,$40K - $60K,Blue,29,3,3291,1197,3228,0.364
713891133,Attrited Customer,41,F,Unknown,Single,Less than $40K,Blue,36,2,1438.3,834,1890,0.58
710074458,Existing Customer,41,F,High School,Divorced,Less than $40K,Blue,34,1,2137,996,4290,0.466
779279883,Attrited Customer,60,F,High School,Married,Less than $40K,Blue,42,3,1438.3,0,1628,0
719674533,Existing Customer,48,M,Unknown,Single,$80K - $120K,Blue,44,1,16794,1527,4040,0.091
716535408,Existing Customer,43,M,Unknown,Married,$40K - $60K,Blue,32,1,12219,1462,3843,0.12
710319108,Existing Customer,54,F,High School,Married,Less than $40K,Blue,47,2,1804,1298,4542,0.72
714777858,Existing Customer,60,F,Unknown,Married,Less than $40K,Blue,36,3,2343,2066,4858,0.882
769974258,Existing Customer,44,M,Post-Graduate,Single,$80K - $120K,Blue,38,2,19724,0,3830,0
717819633,Existing Customer,49,F,Uneducated,Married,Less than $40K,Blue,42,1,3949,1463,4124,0.37
712953483,Attrited Customer,64,F,Graduate,Single,Less than $40K,Blue,36,3,1682,0,1811,0
779029458,Attrited Customer,54,F,Post-Graduate,Single,Less than $40K,Blue,35,3,1724,0,2725,0
721321383,Existing Customer,50,F,Doctorate,Married,Less than $40K,Blue,41,3,2372,1148,4418,0.484
716973333,Existing Customer,40,M,Uneducated,Married,$120K +,Blue,28,3,4642,1676,5080,0.361
709946658,Existing Customer,49,F,College,Single,$40K - $60K,Blue,30,3,2765,1211,4629,0.438
709243533,Existing Customer,49,F,Unknown,Single,Less than $40K,Blue,41,3,2555,1815,4552,0.71
709999308,Existing Customer,51,M,Uneducated,Married,$80K - $120K,Blue,40,2,3150,0,3477,0
712389108,Existing Customer,43,F,Graduate,Married,Less than $40K,Blue,36,3,2570,2107,4058,0.82
